695833 | 03AQ02 Mar 23 02:23:22 03 | L01 D3 (Groth) | 14:19:28.0  52:40:41 2000 |  180 | i | 1.19 | 0.79 0.87  1127 |P 1 V Q|
883982 | 06BQ08 Dec 16 04:31:51 06 | L01 D2         | 10:00:28.6   2:12:21 2000 |  300 | r | 1.05 | 0.87 0.89   785 |A 2 V Q|
883983 | 06BQ08 Dec 16 04:37:41 06 | L01 D2         | 10:00:27.1   2:11:51 2000 |  300 | r | 1.05 | 0.77 0.79   811 |A 2 V Q|
883984 | 06BQ08 Dec 16 04:43:31 06 | L01 D2         | 10:00:29.1   2:10:51 2000 |  300 | r | 1.05 | 0.79 0.81   887 |A 3 V Q|
883985 | 06BQ08 Dec 16 04:49:22 06 | L01 D2         | 10:00:30.0   2:12:51 2000 |  300 | r | 1.05 | 0.88 0.91   881 |A 5 O Q|
883986 | 06BQ08 Dec 16 04:55:12 06 | L01 D2         | 10:00:28.0   2:13:50 2000 |  300 | r | 1.05 | 0.88 0.90   779 |A 3 V Q|
883987 | 06BQ08 Dec 16 05:01:48 06 | L01 D2         | 10:00:29.1   2:10:51 2000 |  300 | r | 1.05 | 1.23 1.25   828 |A 5 O Q|
883988 | 06BQ08 Dec 16 05:07:38 06 | L01 D2         | 10:00:30.0   2:12:51 2000 |  300 | r | 1.05 | 1.15 1.18   824 |A 3 V Q|
884014 | 06BQ08 Dec 16 19:06:15 06 | L01 D1         |  2:26:00.0  -4:30:00 2000 |  360 | i | 1.29 | 1.17 1.18  2637 |P 2 V Q|
884015 | 06BQ08 Dec 16 19:13:05 06 | L01 D1         |  2:25:58.5  -4:30:30 2000 |  360 | i | 1.27 | 1.07 0.97  2544 |P 1 V Q|
884016 | 06BQ08 Dec 16 19:19:55 06 | L01 D1         |  2:26:00.5  -4:31:30 2000 |  360 | i | 1.25 | 0.97 0.99  2570 |P 1 V Q|
884017 | 06BQ08 Dec 16 19:26:46 06 | L01 D1         |  2:26:01.4  -4:29:30 2000 |  360 | i | 1.23 | 0.98 1.00  2569 |P 1 V Q|
884018 | 06BQ08 Dec 16 19:33:37 06 | L01 D1         |  2:25:59.4  -4:28:30 2000 |  360 | i | 1.21 | 1.08 1.10  2512 |P 2 V Q|
884019 | 06BQ08 Dec 16 19:40:56 06 | L01 D1         |  2:26:00.0  -4:30:00 2000 |  300 | r | 1.19 | 1.24 1.26   949 |P 2 V Q|
884020 | 06BQ08 Dec 16 19:46:52 06 | L01 D1         |  2:25:58.5  -4:30:30 2000 |  300 | r | 1.18 | 1.22 1.25   981 |P 2 V Q|
884021 | 06BQ08 Dec 16 19:52:42 06 | L01 D1         |  2:26:00.5  -4:31:30 2000 |  300 | r | 1.17 | 1.02 1.04   955 |P 1 V Q|
884022 | 06BQ08 Dec 16 19:58:33 06 | L01 D1         |  2:26:01.4  -4:29:30 2000 |  300 | r | 1.16 | 1.09 1.12   948 |P 2 V Q|
884023 | 06BQ08 Dec 16 20:04:24 06 | L01 D1         |  2:25:59.4  -4:28:30 2000 |  300 | r | 1.15 | 1.06 1.08   922 |P 2 V Q|
884024 | 06BQ08 Dec 16 20:10:15 06 | L01 D1         |  2:26:00.0  -4:30:00 2000 |  225 | g | 1.14 | 1.05 1.08   480 |P 1 V Q|
884025 | 06BQ08 Dec 16 20:14:51 06 | L01 D1         |  2:25:58.5  -4:30:30 2000 |  225 | g | 1.13 | 1.06 1.08   495 |P 2 V Q|
884026 | 06BQ08 Dec 16 20:19:26 06 | L01 D1         |  2:26:00.5  -4:31:30 2000 |  225 | g | 1.12 | 1.28 1.14   498 |P 2 V Q|
884027 | 06BQ08 Dec 16 20:24:02 06 | L01 D1         |  2:26:01.4  -4:29:30 2000 |  225 | g | 1.12 | 1.02 1.04   492 |P 1 V Q|
884028 | 06BQ08 Dec 16 20:28:37 06 | L01 D1         |  2:25:59.4  -4:28:29 2000 |  225 | g | 1.11 | 1.15 1.08   494 |P 2 V Q|
884059 | 06BQ08 Dec 17 02:10:09 06 | L01 D2         | 10:00:28.4   2:12:19 2000 |  225 | g | 1.33 | 1.60 1.63   492 |A 5 O Q|
884060 | 06BQ08 Dec 17 02:16:14 06 | L01 D2         | 10:00:27.0   2:11:49 2000 |  225 | g | 1.30 | 1.42 1.45   510 |A 5 O Q|
884061 | 06BQ08 Dec 17 02:20:49 06 | L01 D2         | 10:00:29.0   2:10:48 2000 |  225 | g | 1.28 | 1.60 1.63   505 |A 5 O Q|
884064 | 06BQ08 Dec 17 03:15:08 06 | L01 D2         | 10:00:28.4   2:12:19 2000 |  360 | i | 1.13 | 1.04 1.06  1662 |A 2 O Q|
884065 | 06BQ08 Dec 17 03:21:59 06 | L01 D2         | 10:00:27.0   2:11:49 2000 |  360 | i | 1.12 | 0.79 0.80  1637 |A 1 V Q|
884066 | 06BQ08 Dec 17 03:28:50 06 | L01 D2         | 10:00:29.0   2:10:49 2000 |  360 | i | 1.11 | 0.71 0.73  1572 |A 1 V Q|
884067 | 06BQ08 Dec 17 03:35:41 06 | L01 D2         | 10:00:29.9   2:12:49 2000 |  360 | i | 1.10 | 0.86 0.88  1577 |A 1 V Q|
884068 | 06BQ08 Dec 17 03:42:33 06 | L01 D2         | 10:00:27.9   2:13:49 2000 |  360 | i | 1.09 | 0.78 0.80  1574 |A 1 V Q|
884069 | 06BQ08 Dec 17 03:49:23 06 | L01 D2         | 10:00:28.4   2:12:19 2000 |  360 | i | 1.08 | 0.90 0.92  1459 |A 1 V Q|
884070 | 06BQ08 Dec 17 03:55:27 06 | L01 D2         | 10:00:28.4   2:12:19 2000 |  225 | g | 1.07 | 0.91 0.94   433 |A 1 V Q|
884071 | 06BQ08 Dec 17 04:00:02 06 | L01 D2         | 10:00:27.0   2:11:49 2000 |  225 | g | 1.07 | 1.08 1.12   435 |A 5 O Q|
884072 | 06BQ08 Dec 17 04:04:38 06 | L01 D2         | 10:00:29.0   2:10:49 2000 |  225 | g | 1.06 | 1.11 1.14   443 |A 2 V Q|
884073 | 06BQ08 Dec 17 04:09:14 06 | L01 D2         | 10:00:29.9   2:12:49 2000 |  225 | g | 1.06 | 1.13 1.15   445 |A 2 V Q|
884074 | 06BQ08 Dec 17 04:13:50 06 | L01 D2         | 10:00:27.9   2:13:48 2000 |  225 | g | 1.06 | 0.95 0.97   431 |A 1 V Q|
884075 | 06BQ08 Dec 17 04:18:30 06 | L01 D2         | 10:00:27.0   2:11:49 2000 |  225 | g | 1.05 | 0.85 0.88   443 |A 1 V Q|
884580 | 06BQ08 Dec 19 18:57:25 06 | L01 D1         |  2:25:59.8  -4:30:01 2000 |  520 | i | 1.29 | 0.99 1.02  3753 |P 2 V Q|
884581 | 06BQ08 Dec 19 19:06:55 06 | L01 D1         |  2:25:58.4  -4:30:31 2000 |  520 | i | 1.26 | 1.09 1.10  3118 |P 2 V Q|
884582 | 06BQ08 Dec 19 19:16:26 06 | L01 D1         |  2:26:00.4  -4:31:30 2000 |  520 | i | 1.23 | 1.02 1.03  3020 |P 2 V Q|
884583 | 06BQ08 Dec 19 19:25:59 06 | L01 D1         |  2:26:01.3  -4:29:31 2000 |  520 | i | 1.21 | 0.85 0.85  3043 |P 1 V Q|
884584 | 06BQ08 Dec 19 19:35:29 06 | L01 D1         |  2:25:59.3  -4:28:30 2000 |  520 | i | 1.18 | 0.66 0.67  3085 |P 1 V Q|
884585 | 06BQ08 Dec 19 19:45:00 06 | L01 D1         |  2:25:58.8  -4:29:01 2000 |  520 | i | 1.17 | 0.68 0.70  3102 |P 1 V Q|
884586 | 06BQ08 Dec 19 19:54:30 06 | L01 D1         |  2:26:00.8  -4:31:00 2000 |  520 | i | 1.15 | 0.65 0.66  3016 |P 1 V Q|
884587 | 06BQ08 Dec 19 20:02:51 06 | L01 D1         |  2:25:59.8  -4:30:01 2000 |  360 | z | 1.13 | 0.59 0.58  2415 |P 1 V Q|
884588 | 06BQ08 Dec 19 20:09:41 06 | L01 D1         |  2:25:58.4  -4:30:31 2000 |  360 | z | 1.12 | 0.61 0.61  2393 |P 1 V Q|
884589 | 06BQ08 Dec 19 20:16:31 06 | L01 D1         |  2:26:00.4  -4:31:31 2000 |  360 | z | 1.12 | 0.61 0.62  2428 |P 1 V Q|
884590 | 06BQ08 Dec 19 20:23:26 06 | L01 D1         |  2:26:01.3  -4:29:30 2000 |  360 | z | 1.11 | 0.72 0.67  2381 |P 1 V Q|
884591 | 06BQ08 Dec 19 20:30:16 06 | L01 D1         |  2:25:59.3  -4:28:31 2000 |  360 | z | 1.11 | 0.71 0.75  2416 |P 1 V Q|
884592 | 06BQ08 Dec 19 20:37:07 06 | L01 D1         |  2:25:58.8  -4:29:01 2000 |  360 | z | 1.10 | 0.71 0.73  2482 |P 1 V Q|
884593 | 06BQ08 Dec 19 20:43:57 06 | L01 D1         |  2:26:00.8  -4:31:01 2000 |  360 | z | 1.10 | 0.79 0.80  2555 |P 1 V Q|
884594 | 06BQ08 Dec 19 20:50:47 06 | L01 D1         |  2:26:00.5  -4:28:49 2000 |  360 | z | 1.10 | 0.73 0.74  2575 |P 1 V Q|
884595 | 06BQ08 Dec 19 20:57:38 06 | L01 D1         |  2:25:59.2  -4:31:13 2000 |  360 | z | 1.10 | 0.91 0.84  2554 |P 1 V Q|
884596 | 06BQ08 Dec 19 21:04:28 06 | L01 D1         |  2:25:58.6  -4:29:43 2000 |  360 | z | 1.10 | 0.76 0.75  2552 |P 1 V Q|
884597 | 06BQ08 Dec 19 21:11:40 06 | L01 D1         |  2:25:59.8  -4:30:00 2000 |  300 | r | 1.10 | 0.84 0.85   777 |P 1 V Q|
884598 | 06BQ08 Dec 19 21:17:30 06 | L01 D1         |  2:25:58.4  -4:30:31 2000 |  300 | r | 1.10 | 0.86 0.87   758 |P 1 V Q|
884599 | 06BQ08 Dec 19 21:23:23 06 | L01 D1         |  2:26:00.4  -4:31:31 2000 |  300 | r | 1.10 | 0.88 0.89   757 |P 1 V Q|
884600 | 06BQ08 Dec 19 21:29:19 06 | L01 D1         |  2:26:01.3  -4:29:31 2000 |  300 | r | 1.11 | 0.91 0.93   760 |P 2 V Q|
884601 | 06BQ08 Dec 19 21:35:11 06 | L01 D1         |  2:25:59.3  -4:28:30 2000 |  300 | r | 1.11 | 0.91 0.93   757 |P 2 V Q|
884602 | 06BQ08 Dec 19 21:41:03 06 | L01 D1         |  2:25:59.8  -4:30:01 2000 |  225 | g | 1.12 | 0.89 0.91   345 |P 1 V Q|
884603 | 06BQ08 Dec 19 21:45:38 06 | L01 D1         |  2:25:58.3  -4:30:31 2000 |  225 | g | 1.12 | 0.98 0.98   349 |P 2 V Q|
884604 | 06BQ08 Dec 19 21:50:14 06 | L01 D1         |  2:26:00.4  -4:31:31 2000 |  225 | g | 1.13 | 1.03 1.04   345 |P 2 V Q|
884605 | 06BQ08 Dec 19 21:54:49 06 | L01 D1         |  2:26:01.3  -4:29:31 2000 |  225 | g | 1.13 | 0.93 0.95   345 |P 2 V Q|
884606 | 06BQ08 Dec 19 21:59:25 06 | L01 D1         |  2:25:59.3  -4:28:31 2000 |  225 | g | 1.14 | 1.02 1.03   340 |P 2 V Q|
884654 | 06BQ08 Dec 20 01:53:40 06 | L01 D2         | 10:00:28.6   2:12:23 2000 |  520 | i | 1.38 | 0.59 0.60  1980 |P 1 V Q|
884655 | 06BQ08 Dec 20 02:03:11 06 | L01 D2         | 10:00:27.1   2:11:53 2000 |  520 | i | 1.33 | 0.57 0.59  1939 |P 1 V Q|
884656 | 06BQ08 Dec 20 02:12:41 06 | L01 D2         | 10:00:29.1   2:10:53 2000 |  520 | i | 1.29 | 0.57 0.58  2038 |P 1 V Q|
884657 | 06BQ08 Dec 20 02:22:11 06 | L01 D2         | 10:00:30.0   2:12:53 2000 |  520 | i | 1.25 | 0.51 0.52  2049 |P 1 V Q|
884658 | 06BQ08 Dec 20 02:31:44 06 | L01 D2         | 10:00:28.0   2:13:53 2000 |  520 | i | 1.22 | 0.51 0.52  1906 |P 1 V Q|
884659 | 06BQ08 Dec 20 02:41:14 06 | L01 D2         | 10:00:27.6   2:13:23 2000 |  520 | i | 1.19 | 0.52 0.54  1834 |P 1 V Q|
884660 | 06BQ08 Dec 20 02:50:45 06 | L01 D2         | 10:00:29.6   2:11:23 2000 |  520 | i | 1.17 | 0.47 0.48  1768 |P 1 V Q|
884661 | 06BQ08 Dec 20 02:56:42 06 | L01 D2         | 10:00:28.6   2:12:23 2000 |  225 | g | 1.14 | 0.59 0.62   326 |P 1 V Q|
884662 | 06BQ08 Dec 20 03:01:19 06 | L01 D2         | 10:00:27.1   2:11:53 2000 |  225 | g | 1.13 | 0.62 0.65   327 |P 1 V Q|
884663 | 06BQ08 Dec 20 03:05:55 06 | L01 D2         | 10:00:29.1   2:10:53 2000 |  225 | g | 1.12 | 0.65 0.67   330 |P 1 V Q|
884664 | 06BQ08 Dec 20 03:10:31 06 | L01 D2         | 10:00:30.0   2:12:53 2000 |  225 | g | 1.12 | 0.62 0.65   331 |P 1 V Q|
884665 | 06BQ08 Dec 20 03:15:07 06 | L01 D2         | 10:00:28.0   2:13:53 2000 |  225 | g | 1.11 | 0.70 0.73   331 |P 1 V Q|
884666 | 06BQ08 Dec 20 03:23:30 06 | L01 D2         | 10:00:28.6   2:12:23 2000 |  360 | z | 1.10 | 0.52 0.55  1046 |P 1 V Q|
884667 | 06BQ08 Dec 20 03:30:21 06 | L01 D2         | 10:00:27.1   2:11:53 2000 |  360 | z | 1.09 | 0.60 0.61  1078 |P 1 V Q|
884668 | 06BQ08 Dec 20 03:37:12 06 | L01 D2         | 10:00:29.1   2:10:53 2000 |  360 | z | 1.08 | 0.54 0.55   971 |P 1 V Q|
884669 | 06BQ08 Dec 20 03:44:02 06 | L01 D2         | 10:00:30.0   2:12:52 2000 |  360 | z | 1.07 | 0.50 0.51   999 |P 1 V Q|
884670 | 06BQ08 Dec 20 03:50:52 06 | L01 D2         | 10:00:28.0   2:13:53 2000 |  360 | z | 1.07 | 0.48 0.49   912 |P 1 V Q|
884671 | 06BQ08 Dec 20 03:57:43 06 | L01 D2         | 10:00:27.6   2:13:23 2000 |  360 | z | 1.06 | 0.48 0.51   946 |P 1 V Q|
884672 | 06BQ08 Dec 20 04:04:33 06 | L01 D2         | 10:00:29.6   2:11:23 2000 |  360 | z | 1.06 | 0.51 0.52   879 |P 1 V Q|
884673 | 06BQ08 Dec 20 04:11:24 06 | L01 D2         | 10:00:29.2   2:13:35 2000 |  360 | z | 1.05 | 0.54 0.55   792 |P 1 V Q|
884674 | 06BQ08 Dec 20 04:18:17 06 | L01 D2         | 10:00:27.9   2:11:11 2000 |  360 | z | 1.05 | 0.54 0.54   799 |P 1 V Q|
884675 | 06BQ08 Dec 20 04:25:08 06 | L01 D2         | 10:00:27.4   2:12:41 2000 |  360 | z | 1.05 | 0.62 0.63   834 |P 1 V Q|
884676 | 06BQ08 Dec 20 04:32:21 06 | L01 D2         | 10:00:28.6   2:12:23 2000 |  300 | r | 1.05 | 0.75 0.76   550 |P 1 V Q|
884677 | 06BQ08 Dec 20 04:38:12 06 | L01 D2         | 10:00:27.1   2:11:53 2000 |  300 | r | 1.05 | 0.75 0.77   555 |P 1 V Q|
884678 | 06BQ08 Dec 20 04:44:02 06 | L01 D2         | 10:00:29.1   2:10:53 2000 |  300 | r | 1.05 | 0.76 0.77   558 |P 1 V Q|
884679 | 06BQ08 Dec 20 04:49:53 06 | L01 D2         | 10:00:30.0   2:12:53 2000 |  300 | r | 1.05 | 0.86 0.86   577 |P 1 V Q|
884680 | 06BQ08 Dec 20 04:55:44 06 | L01 D2         | 10:00:28.0   2:13:53 2000 |  300 | r | 1.05 | 0.84 0.85   595 |P 1 V Q|
885170 | 06BQ08 Dec 22 20:19:36 06 | L01 D1         |  2:26:00.0  -4:29:59 2000 |  360 | i | 1.11 | 1.08 1.09  1688 |P 3 V Q|
885171 | 06BQ08 Dec 22 20:26:26 06 | L01 D1         |  2:25:58.6  -4:30:29 2000 |  360 | i | 1.10 | 0.97 0.98  1727 |P 2 V Q|
885172 | 06BQ08 Dec 22 20:33:15 06 | L01 D1         |  2:26:00.6  -4:31:29 2000 |  360 | i | 1.10 | 0.95 0.96  1747 |P 2 V Q|
885173 | 06BQ08 Dec 22 20:40:04 06 | L01 D1         |  2:26:01.5  -4:29:29 2000 |  360 | i | 1.10 | 1.03 1.03  1808 |P 2 V Q|
885174 | 06BQ08 Dec 22 20:46:54 06 | L01 D1         |  2:25:59.5  -4:28:28 2000 |  360 | i | 1.10 | 1.12 1.12  1854 |P 2 V Q|
885175 | 06BQ08 Dec 22 20:54:13 06 | L01 D1         |  2:26:00.0  -4:29:59 2000 |  300 | r | 1.10 | 1.19 1.20   808 |P 2 V Q|
885176 | 06BQ08 Dec 22 21:00:03 06 | L01 D1         |  2:25:58.6  -4:30:29 2000 |  300 | r | 1.10 | 1.04 1.05   805 |P 2 V Q|
885177 | 06BQ08 Dec 22 21:05:54 06 | L01 D1         |  2:26:00.6  -4:31:29 2000 |  300 | r | 1.10 | 0.98 0.99   779 |P 2 V Q|
885178 | 06BQ08 Dec 22 21:11:44 06 | L01 D1         |  2:26:01.5  -4:29:29 2000 |  300 | r | 1.10 | 1.00 1.00   785 |P 2 V Q|
885179 | 06BQ08 Dec 22 21:17:35 06 | L01 D1         |  2:25:59.5  -4:28:29 2000 |  300 | r | 1.11 | 1.06 1.06   782 |P 2 V Q|
885180 | 06BQ08 Dec 22 21:23:31 06 | L01 D1         |  2:26:00.0  -4:29:59 2000 |  225 | g | 1.11 | 1.23 1.25   372 |P 2 V Q|
885181 | 06BQ08 Dec 22 21:28:08 06 | L01 D1         |  2:25:58.6  -4:30:29 2000 |  225 | g | 1.12 | 1.30 1.32   368 |P 2 O Q|
885182 | 06BQ08 Dec 22 21:32:43 06 | L01 D1         |  2:26:00.6  -4:31:28 2000 |  225 | g | 1.12 | 1.33 1.34   369 |P 2 O Q|
885241 | 06BQ08 Dec 23 02:15:04 06 | L01 D2         | 10:00:28.6   2:12:22 2000 |  360 | i | 1.23 | 1.25 1.28  1939 |P 3 O Q|
885242 | 06BQ08 Dec 23 02:21:53 06 | L01 D2         | 10:00:27.2   2:11:52 2000 |  360 | i | 1.21 | 1.31 1.34  1950 |P 3 V Q|
885243 | 06BQ08 Dec 23 02:28:43 06 | L01 D2         | 10:00:29.2   2:10:52 2000 |  360 | i | 1.19 | 1.26 1.28  1956 |P 3 O Q|
885244 | 06BQ08 Dec 23 02:35:34 06 | L01 D2         | 10:00:30.1   2:12:51 2000 |  360 | i | 1.17 | 1.18 1.20  1883 |P 3 V Q|
885245 | 06BQ08 Dec 23 02:42:24 06 | L01 D2         | 10:00:28.1   2:13:51 2000 |  360 | i | 1.15 | 0.92 0.93  1781 |P 1 V Q|
885246 | 06BQ08 Dec 23 02:49:15 06 | L01 D2         | 10:00:28.6   2:12:22 2000 |  360 | i | 1.14 | 0.75 0.78  1679 |P 1 V Q|
885247 | 06BQ08 Dec 23 02:56:09 06 | L01 D2         | 10:00:27.2   2:11:52 2000 |  360 | i | 1.12 | 0.79 0.81  1632 |P 1 V Q|
885248 | 06BQ08 Dec 23 03:02:59 06 | L01 D2         | 10:00:29.2   2:10:52 2000 |  360 | i | 1.11 | 0.98 1.00  1594 |P 1 V Q|
885249 | 06BQ08 Dec 23 03:09:49 06 | L01 D2         | 10:00:30.1   2:12:52 2000 |  360 | i | 1.10 | 1.04 1.07  1597 |P 2 V Q|
885250 | 06BQ08 Dec 23 03:17:00 06 | L01 D2         | 10:00:28.6   2:12:22 2000 |  300 | r | 1.09 | 1.25 1.29   667 |P 3 O Q|
885292 | 06BQ08 Dec 23 05:44:37 06 | L01 D2         | 10:00:28.6   2:12:21 2000 |  225 | g | 1.13 | 1.03 1.05   440 |P 2 V Q|
885293 | 06BQ08 Dec 23 05:49:13 06 | L01 D2         | 10:00:27.2   2:11:52 2000 |  225 | g | 1.14 | 1.09 1.11   593 |P 2 V Q|
885294 | 06BQ08 Dec 23 05:53:54 06 | L01 D2         | 10:00:29.1   2:10:51 2000 |  225 | g | 1.15 | 1.18 1.20  1015 |P 3 V Q|
885295 | 06BQ08 Dec 23 05:58:31 06 | L01 D2         | 10:00:30.1   2:12:52 2000 |  225 | g | 1.16 | 1.02 1.03  2093 |P 2 V Q|
885296 | 06BQ08 Dec 23 06:03:08 06 | L01 D2         | 10:00:28.1   2:13:52 2000 |  225 | g | 1.17 | 1.00 1.02  4905 |P 3 V Q|
885311 | 06BQ08 Dec 23 20:59:56 06 | L01 D1         |  2:26:00.0  -4:30:02 2000 |  225 | g | 1.10 | 0.81 0.82   419 |P 1 V Q|
885313 | 06BQ08 Dec 23 21:14:27 06 | L01 D1         |  2:25:58.5  -4:30:32 2000 |  225 | g | 1.11 | 0.88 0.90   400 |P 1 V Q|
885314 | 06BQ08 Dec 23 21:19:08 06 | L01 D1         |  2:26:00.5  -4:31:32 2000 |  450 | g | 1.11 | 0.91 0.93   398 |P 1 V Q|
885315 | 06BQ08 Dec 23 21:23:44 06 | L01 D1         |  2:26:01.4  -4:29:32 2000 |  225 | g | 1.12 | 0.97 1.01   390 |P 1 V Q|
885316 | 06BQ08 Dec 23 21:28:19 06 | L01 D1         |  2:25:59.4  -4:28:32 2000 |  225 | g | 1.12 | 0.84 0.86   392 |P 1 V Q|
885350 | 06BQ08 Dec 24 01:16:01 06 | L01 D2         | 10:00:28.6   2:12:19 2000 |  300 | r | 1.48 | 0.85 0.87   988 |P 1 V Q|
885351 | 06BQ08 Dec 24 01:21:51 06 | L01 D2         | 10:00:27.1   2:11:49 2000 |  300 | r | 1.44 | 1.01 1.03   982 |P 2 V Q|
885352 | 06BQ08 Dec 24 01:27:41 06 | L01 D2         | 10:00:29.1   2:10:49 2000 |  300 | r | 1.41 | 0.98 1.00   984 |P 1 V Q|
885353 | 06BQ08 Dec 24 01:33:31 06 | L01 D2         | 10:00:30.0   2:12:48 2000 |  300 | r | 1.38 | 0.96 0.98   966 |P 1 V Q|
885354 | 06BQ08 Dec 24 01:39:22 06 | L01 D2         | 10:00:28.0   2:13:49 2000 |  300 | r | 1.35 | 0.85 0.87   944 |P 1 V Q|
885427 | 06BQ08 Dec 24 20:18:31 06 | L04 D1         |  2:25:59.9  -4:29:58 2000 |  660 | u | 1.10 | 1.24 1.17   326 |P 3 O Q|
885428 | 06BQ08 Dec 24 20:30:22 06 | L04 D1         |  2:25:58.4  -4:30:28 2000 |  660 | u | 1.10 | 1.32 1.24   318 |P 3 O Q|
885429 | 06BQ08 Dec 24 20:42:19 06 | L04 D1         |  2:26:00.4  -4:31:28 2000 |  660 | u | 1.10 | 1.24 1.14   317 |P 3 O Q|
885445 | 06BQ08 Dec 24 22:16:45 06 | L04 D1         |  2:25:59.9  -4:29:58 2000 |  660 | u | 1.20 | 0.79 0.80   196 |P 1 V Q|
885446 | 06BQ08 Dec 24 22:28:34 06 | L04 D1         |  2:25:58.4  -4:30:28 2000 |  660 | u | 1.23 | 0.83 0.85   187 |P 1 V Q|
885447 | 06BQ08 Dec 24 22:40:25 06 | L04 D1         |  2:26:00.4  -4:31:28 2000 |  660 | u | 1.26 | 0.92 0.93   186 |P 1 V Q|
885448 | 06BQ08 Dec 24 22:52:15 06 | L04 D1         |  2:26:01.4  -4:29:28 2000 |  660 | u | 1.30 | 0.96 0.97   186 |P 1 V Q|
885449 | 06BQ08 Dec 24 23:04:11 06 | L04 D1         |  2:25:59.4  -4:28:27 2000 |  660 | u | 1.35 | 1.10 1.12   186 |P 2 V Q|
885535 | 06BQ08 Dec 25 19:18:43 06 | L01 D1         |  2:25:59.8  -4:30:00 2000 |  520 | i | 1.17 | 1.10 1.13  2726 |P 1 V Q|
885536 | 06BQ08 Dec 25 19:28:13 06 | L01 D1         |  2:25:58.4  -4:30:29 2000 |  520 | i | 1.15 | 0.98 1.01  2578 |P 1 V Q|
885537 | 06BQ08 Dec 25 19:37:44 06 | L01 D1         |  2:26:00.4  -4:31:30 2000 |  520 | i | 1.14 | 0.79 0.81  2467 |P 1 V Q|
885538 | 06BQ08 Dec 25 19:47:15 06 | L01 D1         |  2:26:01.3  -4:29:30 2000 |  520 | i | 1.13 | 0.87 0.89  2443 |P 1 V Q|
885539 | 06BQ08 Dec 25 19:56:52 06 | L01 D1         |  2:25:59.3  -4:28:30 2000 |  520 | i | 1.12 | 0.91 0.94  2312 |P 1 V Q|
885540 | 06BQ08 Dec 25 20:06:22 06 | L01 D1         |  2:25:58.8  -4:29:00 2000 |  520 | i | 1.11 | 0.84 0.86  2328 |P 1 V Q|
885541 | 06BQ08 Dec 25 20:15:55 06 | L01 D1         |  2:26:00.8  -4:31:00 2000 |  520 | i | 1.10 | 0.75 0.76  2415 |P 1 V Q|
885542 | 06BQ08 Dec 25 20:23:14 06 | L01 D1         |  2:25:59.8  -4:30:00 2000 |  300 | r | 1.10 | 0.89 0.91   968 |P 1 V Q|
885543 | 06BQ08 Dec 25 20:29:10 06 | L01 D1         |  2:25:58.3  -4:30:30 2000 |  300 | r | 1.10 | 0.97 0.97   965 |P 1 V Q|
885544 | 06BQ08 Dec 25 20:35:00 06 | L01 D1         |  2:26:00.3  -4:31:30 2000 |  300 | r | 1.10 | 0.83 0.85   963 |P 1 V Q|
885545 | 06BQ08 Dec 25 20:40:51 06 | L01 D1         |  2:26:01.3  -4:29:30 2000 |  300 | r | 1.10 | 0.61 0.63   963 |P 1 V Q|
885546 | 06BQ08 Dec 25 20:46:40 06 | L01 D1         |  2:25:59.3  -4:28:30 2000 |  300 | r | 1.10 | 0.62 0.64   964 |P 1 V Q|
885547 | 06BQ08 Dec 25 20:52:31 06 | L01 D1         |  2:25:59.8  -4:30:00 2000 |  225 | g | 1.10 | 0.79 0.81   879 |P 1 V Q|
885548 | 06BQ08 Dec 25 20:57:07 06 | L01 D1         |  2:25:58.4  -4:30:30 2000 |  225 | g | 1.10 | 0.83 0.86   879 |P 1 V Q|
885549 | 06BQ08 Dec 25 21:01:42 06 | L01 D1         |  2:26:00.4  -4:31:30 2000 |  225 | g | 1.11 | 0.81 0.83   878 |P 1 V Q|
885550 | 06BQ08 Dec 25 21:06:17 06 | L01 D1         |  2:26:01.3  -4:29:30 2000 |  225 | g | 1.11 | 0.88 0.91   881 |P 1 V Q|
885551 | 06BQ08 Dec 25 21:10:54 06 | L01 D1         |  2:25:59.3  -4:28:30 2000 |  225 | g | 1.11 | 0.89 0.91   882 |P 1 V Q|
885552 | 06BQ08 Dec 25 21:19:07 06 | L01 D1         |  2:25:59.8  -4:30:00 2000 |  360 | z | 1.12 | 0.75 0.77  1887 |P 1 V Q|
885553 | 06BQ08 Dec 25 21:25:58 06 | L01 D1         |  2:25:58.4  -4:30:30 2000 |  360 | z | 1.12 | 0.78 0.80  1881 |P 1 V Q|
885554 | 06BQ08 Dec 25 21:32:48 06 | L01 D1         |  2:26:00.4  -4:31:30 2000 |  360 | z | 1.13 | 0.67 0.69  2023 |P 1 V Q|
885555 | 06BQ08 Dec 25 21:39:38 06 | L01 D1         |  2:26:01.3  -4:29:30 2000 |  360 | z | 1.14 | 0.76 0.75  2138 |P 1 V Q|
885556 | 06BQ08 Dec 25 21:46:28 06 | L01 D1         |  2:25:59.3  -4:28:30 2000 |  360 | z | 1.15 | 0.72 0.71  2310 |P 1 V Q|
885557 | 06BQ08 Dec 25 21:53:19 06 | L01 D1         |  2:25:58.8  -4:29:00 2000 |  360 | z | 1.17 | 0.57 0.57  2525 |P 1 V Q|
885558 | 06BQ08 Dec 25 22:00:09 06 | L01 D1         |  2:26:00.8  -4:30:59 2000 |  360 | z | 1.18 | 0.78 0.77  2404 |P 1 V Q|
